10.600244	13.127935	10.545971
7.616637	10.819067	9.953439
8.460888	10.391980	10.083149
9.008468	10.524122	10.872881
9.005207	10.538487	10.902448
10.016548	12.620105	8.992782
8.932714	10.042151	10.522613
9.028981	10.557859	10.910447
9.008769	10.511709	10.913553
8.988181	10.510553	10.882249
6.765558	6.757694	10.986977
8.133372	10.240678	8.975518
10.087907	13.226297	7.868054
10.048604	13.228186	7.880307
10.064974	13.210607	7.902120
10.080646	13.273952	7.887892
10.078843	13.235186	7.874792
8.703713	10.207003	10.390150
8.776855	10.133823	10.390124
8.688485	10.286271	10.311934
8.660172	12.631255	9.257675
8.866023	8.587084	9.514962
5.710111	11.111257	8.476088
8.876595	10.085201	9.683000
9.228823	11.092471	10.318336
9.273364	11.182724	9.302556
7.594901	11.007615	10.162231
7.679774	10.481289	10.436102
7.554089	10.996885	10.749122
7.625513	10.995515	10.722739
8.806746	10.129426	10.086125
8.829492	10.082006	10.118586
8.141631	8.536725	8.077867
8.983343	10.020316	10.089854
8.976517	10.484152	10.849471
5.710513	11.190402	8.521035
5.773654	11.228749	8.492894
5.831174	10.260938	9.570833
5.473669	11.064279	8.471249
5.710681	11.195113	8.525335
5.926055	11.197672	8.696634
5.754602	11.244734	8.510275
5.760373	11.245770	8.510890
9.194832	11.046039	10.352581
8.969476	13.253030	9.142293
9.411209	10.054079	10.461175
6.386020	10.695168	11.859165
10.047002	12.598567	9.010635
9.372399	8.141146	9.495364
11.461084	10.949656	4.590085
11.514408	10.930696	4.488976
11.469992	10.878932	4.413337
11.415509	10.948996	4.602815
11.488424	10.920313	4.501338
11.493716	10.890030	4.409887
11.474754	10.903531	4.488502
11.467506	10.879825	4.431459
9.371088	10.431072	10.453999
6.336705	10.697311	11.919786
6.384734	10.694835	11.868868
6.845971	6.821538	9.315680
6.773346	6.686503	9.331039
6.734810	6.552918	9.312810
6.832100	6.745493	9.302123
6.847989	6.803109	9.302931
8.855104	10.498522	10.049804
8.959775	10.123233	10.229623
9.044551	9.917449	10.083842
11.510520	10.250318	11.817075
9.385175	8.159930	9.567998
9.331779	8.227078	9.331206
7.849373	11.137969	11.313850
8.507808	10.759500	10.194321
9.820852	12.865166	9.132312
11.305392	10.667154	4.117050
11.071191	11.521719	7.956520
11.759144	8.739175	12.036536
