-1.400884	3.896151
1.199097	2.328566
1.198233	2.329826
-0.709282	-0.821291
1.179623	2.341068
-4.760646	-6.768858
-1.022190	-2.273038
-5.096768	-6.502387
-4.981392	-6.757554
-4.979005	-6.767934
-4.961181	-6.757881
-5.023225	-6.737995
-4.983536	-6.790497
-4.953088	-6.835030
-5.020471	-5.561554
-4.968160	-5.541670
-1.985671	-5.931788
-2.047786	-5.978393
-1.969028	-5.919970
-1.975315	-5.902702
-1.959912	-5.831307
-6.547775	-7.012261
-6.518634	-6.996473
-3.314406	12.852488
-3.334586	12.837919
-3.316676	12.852716
-3.316430	12.852463
-3.329646	12.853388
-3.314468	12.856915
-1.348553	0.121072
-3.249993	12.941709
-3.237477	12.958912
-3.228052	12.967617
-3.221400	12.973230
-3.220181	12.945991
-3.212325	12.984038
-3.211591	12.985799
-3.228287	12.976303
-1.907668	-5.878295
-2.178130	-0.292401
-3.070569	13.439199
-3.059538	13.452843
0.298675	5.846007
-4.970574	-5.556421
3.936935	2.353921
4.258305	2.088911
-4.792493	-5.429812
-1.341583	3.466493
-3.308265	2.548596
-1.411810	0.252079
-1.403480	0.218804
-1.385775	3.516067
-3.064199	13.446317
-1.425265	3.465147
-1.389520	3.427218
4.216958	-0.640604
-3.072490	13.436704
-1.335966	3.533489
0.385567	5.925206
-1.384737	3.864991
15.800027	1.864285
15.792628	1.872971
15.845318	1.815907
15.825322	1.835896
15.816917	1.846628
15.820410	1.842198
15.793131	1.872814
15.817401	1.843728
15.807844	1.853498
4.171875	-0.646690
2.416965	4.449973
-6.592001	-7.051357
-6.500987	-6.988309
-4.228782	-6.200581
-4.286906	-6.199762
-6.575752	-7.043201
-4.532839	-6.402774
-4.251714	-6.175861
-4.324219	-6.302353
-4.388284	-6.269345
-4.212827	-6.222624
-4.300272	-6.287285
-4.270037	-6.234791
-4.534795	-6.451861
1.974347	-1.776538
-4.489744	-6.352573
0.563873	5.868402
0.790463	5.968077
4.431262	2.249027
0.814732	5.971805
0.748421	5.905264
-1.416143	3.465907
-3.439977	3.018980
-3.068517	13.441736
-1.428706	3.482855
-3.585481	2.644173
-3.654472	2.682247
-5.639053	-6.684339
-5.585632	-6.636479
0.415955	5.963600
-5.173466	-6.970410
-5.312295	-6.525105
0.782536	5.953319
0.814309	5.960814
4.427960	2.215004
4.440526	2.171116
4.415160	2.222790
1.815589	4.753405
-1.289182	2.887455
2.647545	5.190040
1.913943	4.642232
1.975813	4.598109
2.672617	5.215160
2.670190	5.190747
2.595261	5.192886
2.630689	5.210185
2.601773	5.193281
2.612627	5.179695
2.637681	5.208895
2.370831	5.208403
2.476663	5.201389
2.642834	5.225004
2.618766	5.194680
2.678257	5.229260
1.916232	4.736682
-0.905042	-5.296218
-4.752094	-6.668980
-4.808286	-6.630882
-4.543065	-6.435822
-4.999074	-6.783788
-4.879333	-6.979274
-4.248558	-6.235484
-4.928231	-6.776877
-1.834472	-0.508824
4.241026	2.106809
4.215137	2.083649
-4.245775	-6.251648
3.901545	2.315642
0.323370	0.498994
-1.034118	-2.296533
-5.115473	-6.541459
-5.067081	-6.905303
-4.991911	-6.822784
-5.264333	-7.001165
-5.113439	-6.930940
-5.156572	-6.987184
-5.213447	-7.054657
-1.598898	3.947530
0.315912	5.903344
-1.952014	-5.910078
-2.010856	-5.934969
-1.988981	-5.925061
-2.018562	-5.953779
-2.001226	-5.928936
-2.011576	-5.956186
-1.849249	-0.512450
-2.317910	-0.082609
-3.081447	13.428868
-1.913615	-0.082937
-1.974766	-0.158262
-1.575488	3.926675
-2.729796	-3.671349
0.327020	5.862672
0.281536	5.785942
0.246147	5.750084
-0.405608	-5.271288
15.794706	1.871347
15.777663	1.888562
15.810196	1.851700
15.823248	1.837737
-3.208108	2.340734
0.365680	5.948916
-3.064007	13.446937
4.306350	2.175288
-1.454636	3.905876
15.797152	1.870445
15.790390	1.876223
15.787074	1.876379
15.858851	1.802084
-2.996970	2.897653
-1.421228	3.454715
-0.512783	-5.336909
-1.393718	3.404447
0.328676	4.505481
0.318584	5.968071
4.126440	-0.662276
-0.991044	3.129164
4.410800	2.251360
15.795798	1.869766
15.772820	1.893568
15.820939	1.840441
15.812056	1.849363
-3.442719	2.591988
-3.071879	13.437879
-6.570523	-7.033612
-6.512647	-6.997718
-4.620782	-6.444267
-6.589528	-7.053457
-4.319906	-6.278688
-4.300182	-6.268150
-4.208954	-6.180101
-4.315712	-6.287556
-4.245122	-6.268887
-4.628574	-6.488246
1.994643	-1.734796
