-0.781376	8.965278	10.941992
-0.261203	9.243136	10.818373
-0.415756	6.636890	11.059599
1.021077	5.852154	6.042867
-0.302473	3.448271	8.511403
-3.327232	6.312354	6.355678
-2.454718	5.483949	7.451780
-1.212430	4.978091	9.092135
-0.461744	3.562550	5.832972
-2.607517	3.535643	6.131565
0.807604	8.856603	9.262525
-0.416309	4.969869	9.417624
-2.818568	4.519616	5.375919
-0.085109	6.363407	7.320590
-0.334544	9.242682	8.231540
1.420871	11.418941	9.970467
-0.658293	9.260447	8.679543
-2.867676	4.478703	5.387053
0.389830	9.320658	9.056289
-1.723015	3.774673	6.552608
-0.497332	9.413782	8.571648
-1.154589	7.368069	7.512165
-0.461338	6.575958	10.996197
-2.468697	3.786777	6.077730
-2.364592	4.590244	6.113087
-0.770155	5.528409	9.622327
0.585581	9.796081	7.108874
-0.139973	6.186676	7.863211
-0.434005	6.592733	11.004889
-2.321039	4.492803	6.139634
4.923063	1.210073	6.549448
0.667312	10.140674	7.216837
-0.537585	6.367383	10.767251
-0.340813	9.661927	10.820051
-0.664329	9.166162	8.692054
-0.402566	9.836631	7.940277
-1.334332	4.042418	6.407516
-1.005389	6.741233	9.723911
-0.839406	5.149868	6.461203
-0.824372	4.274550	8.664626
-2.279482	4.537168	6.029124
0.185287	9.638280	7.379306
-0.701394	5.504702	9.555009
0.173735	9.834209	7.358080
0.662571	9.705183	7.398650
-1.661718	7.677171	7.434211
-0.881398	8.953081	8.571906
-2.050572	4.970855	6.681080
-2.257734	6.116762	7.872409
1.018754	3.540582	6.607830
-0.477002	3.970046	6.329790
-1.577874	7.603990	7.374675
-0.535220	4.067953	9.175144
0.290433	3.998603	7.388551
-1.754075	7.501889	9.288998
0.595528	10.057890	7.133860
1.475439	4.261430	7.353668
-2.832416	4.457980	5.393537
-2.694836	4.931229	6.378177
-0.433609	5.071630	9.260343
-1.857365	7.363365	9.308223
-1.266795	6.640000	7.443805
-2.532838	4.515318	5.957231
-2.507248	5.474249	7.441438
-2.450743	5.532123	7.484478
-0.594582	9.550184	10.747064
1.435790	4.560739	9.704954
0.537085	8.811357	9.771158
1.333573	11.330502	10.052096
0.286271	5.817718	6.176536
0.596842	10.227919	7.491585
-1.003857	4.541584	8.688013
0.628674	4.365991	8.898160
-0.168792	6.120332	7.547461
0.381244	10.268882	7.466933
-0.770214	9.016841	10.887923
-2.649069	3.502766	6.109467
-1.573219	4.728425	6.331162
0.342131	10.212026	7.803221
-0.303813	3.345895	5.715813
-0.599024	9.320822	8.656431
-1.066329	7.878024	8.301982
0.443803	10.679826	10.221712
-0.638048	7.183413	7.725575
0.420649	9.772202	7.223754
-2.608757	4.491360	9.942792
-2.355223	5.437547	7.416919
1.576288	5.289265	9.600520
0.651306	10.252011	7.461807
0.799857	5.830478	7.280328
-0.452938	6.010164	8.011623
-0.661306	7.685576	7.726478
-3.237417	6.418343	6.291429
-1.110013	4.786348	7.128878
-1.663578	3.502978	9.242527
-0.170179	3.536186	8.571925
-0.418800	9.587556	10.888438
-0.477897	9.690557	8.062032
